Index,Method,Source,Lab,Lat (N),Long (E),Sample Name,Lithology,Mineral,Age (Ma),2sigma,p-value,MSWD,df,n,Age Type,Instrument,Journal,DOI,Coordinates From
385,U-Pb,"Liu et al., 2018",7,40.80108,38.93118,14TK11,Monzogranite,Zircon,78.20,0.60,0.039,1.70,16,17,mean,LA-ICPMS,JGR Solid Earth,https://doi.org/10.1029/2018JB016026,Coordinates gathered from map
386,U-Pb,"Liu et al., 2018",7,40.58227,39.30993,14TK20,Tonalite,Zircon,81.80,0.90,0.955,0.50,17,18,mean,LA-ICPMS,JGR Solid Earth,https://doi.org/10.1029/2018JB016026,Coordinates gathered from map
387,U-Pb,"Liu et al., 2018",7,40.55517,39.29024,14TK21,Quartz diorite,Zircon,79.60,0.70,0.990,0.40,19,20,mean,LA-ICPMS,JGR Solid Earth,https://doi.org/10.1029/2018JB016026,Coordinates gathered from map
388,U-Pb,"Liu et al., 2018",7,40.60753,39.28945,14TK18,Monzogranite,Zircon,79.00,0.40,0.687,0.80,16,17,mean,LA-ICPMS,JGR Solid Earth,https://doi.org/10.1029/2018JB016026,Coordinates gathered from map
389,U-Pb,"Liu et al., 2018",7,40.60524,39.29728,14TK19,Monzogranite,Zircon,77.50,0.90,0.176,1.30,18,19,mean,LA-ICPMS,JGR Solid Earth,https://doi.org/10.1029/2018JB016026,Coordinates gathered from map
390,U-Pb,"Liu et al., 2021",1,40.68670,41.12730,16TK48-2,Gabbro dioritic MME,Zircon,147.20,1.40,0.000,7.70,22,23,mean,LA-ICPMS,Journal of Petrology,https://doi.org/10.1093/petrology/egaa088,Precise coordinates
391,U-Pb,"Liu et al., 2021",1,40.63380,41.17640,16TK53-2,Gabbro diorite,Zircon,150.3,1.00,0.000,4.90,34,35,mean,LA-ICPMS,Journal of Petrology,https://doi.org/10.1093/petrology/egaa088,Precise coordinates
392,U-Pb,"Liu et al., 2021",1,40.68670,41.12730,16TK48-3,Gabbro diorite,Zircon,148.20,0.60,0.254,1.20,17,18,mean,LA-ICPMS,Journal of Petrology,https://doi.org/10.1093/petrology/egaa088,Precise coordinates
393,U-Pb,"Liu et al., 2021",1,40.63170,41.17920,16TK54-2,Dioritic dyke,Zircon,150.3,1.40,1.000,0.03,8,9,mean,LA-ICPMS,Journal of Petrology,https://doi.org/10.1093/petrology/egaa088,Precise coordinates
394,U-Pb,"Liu et al., 2021",1,40.67180,41.13040,16TK49-1,Tonalite,Zircon,146.90,1.60,0.200,1.40,7,8,mean,LA-ICPMS,Journal of Petrology,https://doi.org/10.1093/petrology/egaa088,Precise coordinates
395,U-Pb,"Liu et al., 2021",1,40.69620,41.12320,16TK47-1,Tonalite,Zircon,149.00,1.10,0.629,0.80,10,11,mean,LA-ICPMS,Journal of Petrology,https://doi.org/10.1093/petrology/egaa088,Precise coordinates
396,U-Pb,"Liu et al., 2021",1,40.63380,41.17640,16TK53-4,Tonalite,Zircon,150.40,0.90,0.815,0.60,10,11,mean,LA-ICPMS,Journal of Petrology,https://doi.org/10.1093/petrology/egaa088,Precise coordinates
397,U-Pb,"Liu et al., 2021",1,40.63170,41.17920,16TK54-1,Tonalite,Zircon,150.60,1.00,0.809,0.50,6,7,mean,LA-ICPMS,Journal of Petrology,https://doi.org/10.1093/petrology/egaa088,Precise coordinates
398,U-Pb,"Liu et al., 2021",1,40.65660,41.13680,16TK50-1,Granodiorite,Zircon,149.6,0.80,1.000,0.04,8,9,mean,LA-ICPMS,Journal of Petrology,https://doi.org/10.1093/petrology/egaa088,Precise coordinates
399,U-Pb,"Liu et al., 2021",1,40.64760,41.14960,16TK51-1,Granodiorite,Zircon,148.00,0.80,0.966,0.30,8,9,mean,LA-ICPMS,Journal of Petrology,https://doi.org/10.1093/petrology/egaa088,Precise coordinates
400,U-Pb,"Liu et al., 2021",1,40.68670,41.12730,16TK48-1,Granodiorite,Zircon,147.90,2.10,0.042,2.30,5,6,mean,LA-ICPMS,Journal of Petrology,https://doi.org/10.1093/petrology/egaa088,Precise coordinates
401,U-Pb,"Liu et al., 2021",1,40.61820,41.18230,16TK55-1,Granodiorite,Zircon,148.40,0.80,0.640,0.80,11,12,mean,LA-ICPMS,Journal of Petrology,https://doi.org/10.1093/petrology/egaa088,Precise coordinates
402,U-Pb,"Liu et al., 2021",1,40.63380,41.17640,16TK53-1,Monzogranite,Zircon,150.3,0.70,0.986,0.30,11,12,mean,LA-ICPMS,Journal of Petrology,https://doi.org/10.1093/petrology/egaa088,Precise coordinates
403,U-Pb,"Liu et al., 2021",1,40.63780,41.17280,16TK52-1,Monzogranite,Zircon,149.40,0.60,0.999,0.20,14,15,mean,LA-ICPMS,Journal of Petrology,https://doi.org/10.1093/petrology/egaa088,Precise coordinates
404,U-Pb,"Liu et al., 2021",1,40.84070,41.67280,16TK32-4,Hornblende gabbro,Zircon,176.80,2.00,0.849,0.40,5,6,mean,LA-ICPMS,Journal of Petrology,https://doi.org/10.1093/petrology/egaa088,Precise coordinates
405,U-Pb,"Liu et al., 2021",1,40.84070,41.67280,16TK32-3,Hornblende gabbro,Zircon,175.40,0.70,0.916,0.50,12,13,mean,LA-ICPMS,Journal of Petrology,https://doi.org/10.1093/petrology/egaa088,Precise coordinates
406,U-Pb,"Liu et al., 2021",1,40.85590,41.70040,16TK33-2,Diorite,Zircon,176.00,1.00,0.753,0.70,12,13,mean,LA-ICPMS,Journal of Petrology,https://doi.org/10.1093/petrology/egaa088,Precise coordinates
407,U-Pb,"Liu et al., 2021",1,40.85590,41.70040,16TK33-4,Diorite,Zircon,178.80,2.40,0.016,2.60,6,7,mean,LA-ICPMS,Journal of Petrology,https://doi.org/10.1093/petrology/egaa088,Precise coordinates
408,U-Pb,"Liu et al., 2021",1,40.84070,41.67280,16TK32-1,Monzogranite,Zircon,176.30,1.00,0.921,0.40,8,9,mean,LA-ICPMS,Journal of Petrology,https://doi.org/10.1093/petrology/egaa088,Precise coordinates
409,U-Pb,"Liu et al., 2021",1,40.80130,41.65300,16TK34-1,Monzogranite,Zircon,176.50,1.00,0.423,1.00,6,7,mean,LA-ICPMS,Journal of Petrology,https://doi.org/10.1093/petrology/egaa088,Precise coordinates
410,U-Pb,"Liu et al., 2022a",1,38.53200,38.79320,14TK54-1,Quartz monzonite,Zircon,80.20,0.8,1.000,0.10,9,10,mean,LA-ICPMS,Journal of Petrology,https://doi.org/10.1093/petrology/egac119,Precise coordinates
411,U-Pb,"Liu et al., 2022a",1,38.51400,38.78950,14TK55-1,Quartz monzonite,Zircon,80.60,0.8,0.437,1.00,9,10,mean,LA-ICPMS,Journal of Petrology,https://doi.org/10.1093/petrology/egac120,Precise coordinates
412,U-Pb,"Liu et al., 2022a",1,38.62100,38.83390,14TK53-1,Monzogranite,Zircon,80.90,2.2,0.024,2.30,7,8,mean,LA-ICPMS,Journal of Petrology,https://doi.org/10.1093/petrology/egac121,Precise coordinates
413,U-Pb,"Liu et al., 2022a",1,39.39280,37.98840,DR-100,Gabbro,Zircon,70.10,1.8,0.682,0.50,3,4,mean,LA-ICPMS,Journal of Petrology,https://doi.org/10.1093/petrology/egac122,Precise coordinates
414,U-Pb,"Liu et al., 2022a",1,39.46440,38.07650,DR-135_a,Monzodiorite,Zircon,69.40,0.6,0.246,1.30,7,8,mean,LA-ICPMS,Journal of Petrology,https://doi.org/10.1093/petrology/egac123,Precise coordinates
415,U-Pb,"Liu et al., 2022a",1,39.46440,38.07650,DR-135_b,Monzodiorite,Zircon,75.20,0.9,0.272,1.30,3,4,mean,LA-ICPMS,Journal of Petrology,https://doi.org/10.1093/petrology/egac124,Precise coordinates
416,U-Pb,"Liu et al., 2022a",1,38.89300,37.79470,14TK46-1,Syenite,Zircon,71.90,1.1,0.119,1.60,8,9,mean,LA-ICPMS,Journal of Petrology,https://doi.org/10.1093/petrology/egac125,Precise coordinates
417,U-Pb,"Liu et al., 2022a",1,39.42690,38.09760,DR-121_a,Syenite,Zircon,69.00,0.7,0.000,5.70,14,15,mean,LA-ICPMS,Journal of Petrology,https://doi.org/10.1093/petrology/egac126,Precise coordinates
418,U-Pb,"Liu et al., 2022a",1,39.42690,38.09760,DR-121_b,Syenite,Zircon,73.40,0.5,0.429,1.00,7,8,mean,LA-ICPMS,Journal of Petrology,https://doi.org/10.1093/petrology/egac127,Precise coordinates
419,U-Pb,"Liu et al., 2022a",1,39.43740,38.07880,14TK31-1,Quartz monzonite,Zircon,75.00,0.9,0.515,0.90,8,9,mean,LA-ICPMS,Journal of Petrology,https://doi.org/10.1093/petrology/egac128,Precise coordinates
420,U-Pb,"Liu et al., 2022a",1,39.43190,38.09160,14TK32-1,Quartz monzonite,Zircon,76.50,0.8,1.000,0.10,10,11,mean,LA-ICPMS,Journal of Petrology,https://doi.org/10.1093/petrology/egac129,Precise coordinates
421,U-Pb,"Liu et al., 2022a",1,39.35850,38.04170,14TK36-1,Quartz monzonite,Zircon,71.50,0.7,0.084,1.60,12,13,mean,LA-ICPMS,Journal of Petrology,https://doi.org/10.1093/petrology/egac130,Precise coordinates
422,U-Pb,"Liu et al., 2022a",1,39.36350,38.00540,14TK34-1,Quartz monzonite,Zircon,72.80,0.8,0.975,0.30,9,10,mean,LA-ICPMS,Journal of Petrology,https://doi.org/10.1093/petrology/egac131,Precise coordinates
423,U-Pb,"Liu et al., 2022b",1,41.0808,36.0808,16TK114,Tuff,Zircon,84.20,1.00,0.000,4.10,22,23,mean,LA-ICPMS,Gondwana Research,https://doi.org/10.1016/j.gr.2021.06.011,Coordinates gathered from map
424,U-Pb,"Natalin et al., 2016",46,41.68651,27.88145,KI-252,Metagranite,Zircon,542.60000,3.5,0.678,0.82,18,20,disc,LA-ICPMS,Canadian Journal of Earth Sciences,https://doi.org/10.1139/cjes-2016-0026,Precise coordinates
425,U-Pb,"Natalin et al., 2016",7,41.59212,28.01912,KI-227,Metagranite,Zircon,535.80000,4.2,0.18,1.30,15,16,mean,SHRIMP,Canadian Journal of Earth Sciences,https://doi.org/10.1139/cjes-2016-0026,Precise coordinates
426,U-Pb,"Natalin et al., 2016",7,41.74022,27.59332,KI-225,Metagranite,Zircon,546.40000,4.7,0.480,0.97,13,14,mean,SHRIMP,Canadian Journal of Earth Sciences,https://doi.org/10.1139/cjes-2016-0026,Precise coordinates
427,U-Pb,"Natalin et al., 2016",46,41.57522,27.78535,KI-247,Metagranite,Zircon,506.10000,4.5,0.991,0.31,13,15,disc,LA-ICPMS,Canadian Journal of Earth Sciences,https://doi.org/10.1139/cjes-2016-0026,Precise coordinates
428,U-Pb,"Natalin et al., 2016",46,41.77442,27.45470,KI-239.1,Augen Gneiss,Zircon,299.10000,2.7,0.500,0.97,22,23,mean,LA-ICPMS,Canadian Journal of Earth Sciences,https://doi.org/10.1139/cjes-2016-0026,Precise coordinates
429,U-Pb,"Natalin et al., 2016",46,41.76344,27.45504,KI-242,Augen Gneiss,Zircon,300.60000,2.8,0.748,0.79,23,25,disc,LA-ICPMS,Canadian Journal of Earth Sciences,https://doi.org/10.1139/cjes-2016-0026,Precise coordinates
430,U-Pb,"Natalin et al., 2016",7,41.68617,27.88442,255,Metagranite,Zircon,303.60000,2.5,0.310,1.14,16,17,mean,SHRIMP,Canadian Journal of Earth Sciences,https://doi.org/10.1139/cjes-2016-0026,Precise coordinates
431,U-Pb,"Natalin et al., 2016",7,41.71267,27.93774,260,Metagranodiorite,Zircon,302.70000,3.3,0.970,0.28,8,9,mean,SHRIMP,Canadian Journal of Earth Sciences,https://doi.org/10.1139/cjes-2016-0026,Precise coordinates
432,U-Pb,"Natalin et al., 2016",7,41.74725,27.90611,257,Metatuff,Zircon,305.90000,2.8,0.590,0.89,18,19,mean,SHRIMP,Canadian Journal of Earth Sciences,https://doi.org/10.1139/cjes-2016-0026,Precise coordinates
433,U-Pb,"Natalin et al., 2016",46,41.86659,27.24118,KI-235a,Mafic Gneiss ,Zircon,304.90000,7.9,0.723,0.64,7,8,mean,LA-ICPMS,Canadian Journal of Earth Sciences,https://doi.org/10.1139/cjes-2016-0026,Precise coordinates
434,U-Pb,"Natalin et al., 2016",46,41.86659,27.24118,KI-235b,Mafic Gneiss ,Zircon,532.70000,10,0.630,0.24,12,7,conc,LA-ICPMS,Canadian Journal of Earth Sciences,https://doi.org/10.1139/cjes-2016-0026,Precise coordinates
435,U-Pb,"Natalin et al., 2016",7,41.61065,28.07721,263,Gneiss,Zircon,311.30000,3.1,0.950,0.45,13,14,mean,SHRIMP,Canadian Journal of Earth Sciences,https://doi.org/10.1139/cjes-2016-0026,Precise coordinates
436,U-Pb,"Natalin et al., 2016",7,41.57829,28.12672,265,Gneiss,Zircon,312.50,2.4,0.940,0.50,15,16,mean,SHRIMP,Canadian Journal of Earth Sciences,https://doi.org/10.1139/cjes-2016-0026,Precise coordinates
437,U-Pb,"Natalin et al., 2016",46,41.94523,27.04564,KI-233.3,Metagranite,Zircon,251.80,3.4,0.956,0.38,10,11,mean,LA-ICPMS,Canadian Journal of Earth Sciences,https://doi.org/10.1139/cjes-2016-0026,Precise coordinates
438,U-Pb,"Natalin et al., 2016",46,41.75950,27.10793,KI-231,Granitic Dyke,Zircon,243.80,5.8,0.832,0.58,10,11,mean,LA-ICPMS,Canadian Journal of Earth Sciences,https://doi.org/10.1139/cjes-2016-0026,Precise coordinates
439,U-Pb,"Natalin et al., 2016",46,41.87532,27.27105,KI-237_a,Aplitic Dyke,Zircon,213.10,4.1,0.992,0.28,12,13,mean,LA-ICPMS,Canadian Journal of Earth Sciences,https://doi.org/10.1139/cjes-2016-0026,Precise coordinates
440,U-Pb,"Natalin et al., 2016",46,41.87532,27.27105,KI-237_b,Aplitic Dyke,Zircon,283.30,3.1,0.708,0.59,5,6,mean,LA-ICPMS,Canadian Journal of Earth Sciences,https://doi.org/10.1139/cjes-2016-0026,Precise coordinates
441,U-Pb,"Nurlu et al., 2018",57,37.05105,34.67696,P16,Plagiogranite,Zircon,94.20,#REF!,0.019,3.30,3,5,disc,LA-ICPMS,Arabian Journal of Earth Sciences,https://doi.org/10.1007/s12517-018-4120-3,Coordinates gathered from map
442,U-Pb,"Nurlu et al., 2018",57,37.04974,34.68163,P23,Plagiogranite,Zircon,93.00,#REF!,0.199,1.50,4,6,disc,LA-ICPMS,Arabian Journal of Earth Sciences,https://doi.org/10.1007/s12517-018-4120-3,Coordinates gathered from map
443,U-Pb,"Nurlu et al., 2022",47,38.40616,38.55859,T-11,Tonalite,Zircon,81.50,2.60,0.080,4.90,5,6,mean,LA-ICPMS,Geological Journal,https://doi.org/10.1002/gj.4460,Coordinates gathered from map
444,U-Pb,"Nurlu et al., 2022",47,38.42164,38.62722,TA-5,Granodiorite,Zircon,84.27,0.90,0.040,3.30,25,26,mean,LA-ICPMS,Geological Journal,https://doi.org/10.1002/gj.4460,Coordinates gathered from map
445,U-Pb,"Nurlu et al., 2023",4,37.55165,36.35574,AN-2,Dacite,Zircon,47.13,0.50,0.070,0.02,36,19,conc,LA-ICPMS,Geosciences Journal,https://doi.org/10.1007/s12303-023-0027-4,Precise coordinates
446,U-Pb,"Nurlu, 2020a",47,37.81692,37.58290,G11,Granite,Zircon,87.76,1.03,1.000,0.14,10,6,conc,LA-ICPMS,Geochemistry International,https://doi.org/10.1134/S0016702920060099,Coordinates gathered from map
447,U-Pb,"Nurlu, 2020a",47,37.82037,37.59559,G13,Granodiorite,Zircon,85.43,1.04,0.990,0.30,10,6,conc,LA-ICPMS,Geochemistry International,https://doi.org/10.1134/S0016702920060099,Coordinates gathered from map
448,U-Pb,"Nurlu, 2020a",47,37.79618,37.48346,G14,Tonalite,Zircon,80.12,0.97,0.990,0.32,14,8,conc,LA-ICPMS,Geochemistry International,https://doi.org/10.1134/S0016702920060099,Coordinates gathered from map
449,U-Pb,"Nurlu, 2020a",47,37.80285,37.52894,G15,Granite,Zircon,84.06,1.77,0.990,0.06,4,3,conc,LA-ICPMS,Geochemistry International,https://doi.org/10.1134/S0016702920060099,Coordinates gathered from map
450,U-Pb,"Nurlu, 2020a",47,37.81724,37.52905,G16,Gabbro,Zircon,88.29,3.31,0.980,0.14,4,3,conc,LA-ICPMS,Geochemistry International,https://doi.org/10.1134/S0016702920060099,Coordinates gathered from map
451,U-Pb,"Nurlu, 2020b",47,37.87417,37.63415,MG-1,Amphibolite,Zircon,81.45,0.69,0.700,3.20,58,30,conc,LA-ICPMS,Geologica Carpathica,https://doi.org/10.31577/GeolCarp.71.2.6,Coordinates gathered from map
452,U-Pb,"Nurlu, 2020b",47,37.86818,37.61523,MG-2,Amphibolite,Zircon,85.35,0.93,0.320,1.30,20,11,conc,LA-ICPMS,Geologica Carpathica,https://doi.org/10.31577/GeolCarp.71.2.6,Coordinates gathered from map
453,U-Pb,"Nurlu, 2021",47,37.00711,34.59683,MV-14,Dacite dyke,Zircon,87.38,15.38,0.000,23.00,14,8,conc,LA-ICPMS,Geosciences Journal,https://doi.org/10.1007/s12303-020-0020-0,Coordinates gathered from map
454,U-Pb,"Nurlu, 2025",47,37.88695,37.72419,HM1-5,Gabbro,Zircon,81.77,1.73,1.000,0.022,8,5,conc,LA-ICPMS,Geologica Acta,https://doi.org/10.1344/GeologicaActa2025.23.12,Coordinates gathered from map
455,U-Pb,"Nurlu, 2025",47,37.88393,37.72210,HF1/8,Gabbro,Zircon,79.67,1.17,1.000,0.04,14,8,conc,LA-ICPMS,Geologica Acta,https://doi.org/10.1344/GeologicaActa2025.23.12,Coordinates gathered from map
456,U-Pb,"Oberhansli et al., 2010",48,38.31034,27.86608,362 a,Metagabbro,Apatite,540.40,3.50,0.450,0.58,2,2,conc,TIMS,Turkish Journal of Earth Sciences,https://doi.org/10.3906/yer-1001-20,Precise coordinates
457,U-Pb,"Oberhansli et al., 2010",48,38.30957,27.86629,361 b,Metagabbro,Apatite,529.90,2.20,0.004,8.20,2,2,conc,TIMS,Turkish Journal of Earth Sciences,https://doi.org/10.3906/yer-1001-20,Precise coordinates
458,U-Pb,"Oberhansli et al., 2013",2,38.26945,42.47008,B-157-1,Eclogite,Zircon,82.40,#REF!,0.580,0.31,30,16,conc,LA-ICPMS,Geodinamica Acta,https://doi.org/10.1080/09853111.2013.858951,Precise coordinates
459,U-Pb,"Oberhansli et al., 2013",2,38.26945,42.47008,B-157-2,Eclogite,Zircon,84.40,#REF!,0.140,2.20,26,14,conc,LA-ICPMS,Geodinamica Acta,https://doi.org/10.1080/09853111.2013.858951,Precise coordinates
460,U-Pb,Okay and Satir 2006,35,39.94010,29.36664,5981,Granodiorite,Zircon,44.99,0.23,0.866,0.42,6,4,conc,TIMS,Geodinamica Acta,https://doi.org/10.3166/ga.19.251-266,Coordinates gathered from map
461,U-Pb,"Okay et al., 2008a",35,40.46776,28.98872,A1_a,Metagranitoid,Apatite,569.90,2.90,0.410,0.67,6,4,conc,TIMS,Tectonophysics,https://doi.org/10.1016/j.tecto.2008.02.004,Coordinates gathered from map
462,U-Pb,"Okay et al., 2008a",35,40.46776,28.98872,A1_b,Metagranitoid,Apatite,585.00,3.50,0.550,0.35,6,4,conc,TIMS,Tectonophysics,https://doi.org/10.1016/j.tecto.2008.02.004,Coordinates gathered from map
463,U-Pb,"Okay et al., 2008a",35,40.46863,28.99251,A2_a,Metagranitoid,Apatite,569.40,2.00,0.830,0.83,12,7,conc,TIMS,Tectonophysics,https://doi.org/10.1016/j.tecto.2008.02.004,Coordinates gathered from map
464,U-Pb,"Okay et al., 2008a",35,40.46863,28.99251,A2_b,Metagranitoid,Apatite,585.10,3.30,0.003,8.90,14,8,conc,TIMS,Tectonophysics,https://doi.org/10.1016/j.tecto.2008.02.004,Coordinates gathered from map
465,U-Pb,"Okay et al., 2017",27,41.26517,28.21538,1569,Tuff,Zircon,32.30,1.80,0.000,8.60,3,4,mean,LA-ICPMS,Geological Magazine,https://doi.org/10.1017/S0016756817000772,Precise coordinates
466,U-Pb,"Okay et al., 2017",27,41.13253,28.08914,1556,Tuff,Zircon,32.51,0.91,0.000,2.70,22,24,disc,LA-ICPMS,Geological Magazine,https://doi.org/10.1017/S0016756817000772,Precise coordinates
467,U-Pb,"Okay et al., 2017",27,41.32139,28.09016,1560,Tuff,Zircon,31.63,0.31,0.000,2.30,29,31,disc,LA-ICPMS,Geological Magazine,https://doi.org/10.1017/S0016756817000772,Precise coordinates
468,U-Pb,"Okay et al., 2017",27,41.26286,28.21170,1456,Tuff,Zircon,27.90,0.10,0.320,1.09,31,32,mean,LA-ICPMS,Geological Magazine,https://doi.org/10.1017/S0016756817000772,Precise coordinates
469,U-Pb,"Okay et al., 2017",27,41.26809,28.10370,1586,Tuff,Zircon,31.05,0.19,0.006,1.70,35,37,disc,LA-ICPMS,Geological Magazine,https://doi.org/10.1017/S0016756817000772,Precise coordinates
470,U-Pb,"Okay et al., 2019",27,39.97671,32.07773,8823,Granite,Zircon,73.66,0.42,0.000,2.70,30,32,disc,LA-ICPMS,Tectonics,https://doi.org/10.1029/2018TC005076,Precise coordinates
471,U-Pb,"Okay et al., 2019",27,40.02688,32.03503,9456,Granite,Zircon,74.83,0.38,0.961,0.63,37,39,disc,LA-ICPMS,Tectonics,https://doi.org/10.1029/2018TC005076,Precise coordinates
472,U-Pb,"Okay et al., 2020b",27,41.73314,28.03073,1071,Tuff,Zircon,33.91,0.41,0.790,0.75,22,24,disc,LA-ICPMS,Turkish Journal of Earth Sciences,https://doi.org/10.3906/yer-1907-5,Coordinates gathered from map
473,U-Pb,"Okay et al., 2020c",27,39.92831,32.03106,8674,Metagabbro,Zircon,273.70,2.40,0.271,1.20,13,15,disc,LA-ICPMS,Tectonics,https://doi.org/10.1029/2019TC005849,Precise coordinates
474,U-Pb,"Okay et al., 2020c",27,40.21805,31.73271,8773,Gabbro,Zircon,179.70,3.90,0.000,3.00,14,16,disc,LA-ICPMS,Tectonics,https://doi.org/10.1029/2019TC005849,Precise coordinates
475,U-Pb,"Okay et al., 2020c",27,39.91774,31.95647,9022,Granite,Zircon,72.80,1.80,0.000,2.60,42,44,disc,LA-ICPMS,Tectonics,https://doi.org/10.1029/2019TC005849,Precise coordinates
476,U-Pb,"Okay et al., 2020c",27,39.94180,32.07863,10098,Granite,Zircon,73.20,1.40,0.000,2.00,62,63,mean,LA-ICPMS,Tectonics,https://doi.org/10.1029/2019TC005849,Precise coordinates
477,U-Pb,"Okay et al., 2020c",27,39.90774,32.04414,10171,Granite,Zircon,74.53,0.49,0.000,3.70,46,47,mean,LA-ICPMS,Tectonics,https://doi.org/10.1029/2019TC005849,Precise coordinates
478,U-Pb,"Okay et al., 2022",27,39.62584,31.01661,9431,Granite ,Zircon,45.30,0.20,0.597,0.92,32,34,disc,LA-ICPMS,Lithos,https://doi.org/10.1016/j.lithos.2022.106816,Precise coordinates
479,U-Pb,"Okay et al., 2022",27,39.47577,31.91824,8876,Granite ,Zircon,57.60,0.80,0.564,0.90,15,17,disc,LA-ICPMS,Lithos,https://doi.org/10.1016/j.lithos.2022.106816,Precise coordinates
480,U-Pb,"Okay et al., 2022",27,39.91774,31.95647,9384,Granite ,Zircon,56.60,0.40,0.940,0.58,22,24,disc,LA-ICPMS,Lithos,https://doi.org/10.1016/j.lithos.2022.106816,Precise coordinates
481,U-Pb,"Okay et al., 2022",27,39.50669,31.87163,9404,Granite ,Zircon,55.30,0.30,0.974,0.63,44,46,disc,LA-ICPMS,Lithos,https://doi.org/10.1016/j.lithos.2022.106816,Precise coordinates
482,U-Pb,"Okay et al., 2022",27,39.92831,32.03106,9413,Granite ,Zircon,54.70,3.10,0.000,2.50,34,36,disc,LA-ICPMS,Lithos,https://doi.org/10.1016/j.lithos.2022.106816,Precise coordinates
483,U-Pb,"Okay et al., 2022",27,39.57753,31.63722,9429,Granite ,Zircon,55.30,1.20,0.941,0.39,9,11,disc,LA-ICPMS,Lithos,https://doi.org/10.1016/j.lithos.2022.106816,Precise coordinates
484,U-Pb,"Okay et al., 2022",27,39.47423,31.92666,10372,Granitic Dyke,Zircon,56.60,0.60,0.008,2.10,15,17,disc,LA-ICPMS,Lithos,https://doi.org/10.1016/j.lithos.2022.106816,Precise coordinates
485,U-Pb,"Okay et al., 2022",27,39.94180,32.07863,10048,Dacite Clast,Zircon,45.70,0.40,0.997,0.36,22,24,disc,LA-ICPMS,Lithos,https://doi.org/10.1016/j.lithos.2022.106816,Precise coordinates
486,U-Pb,"Okay et al., 2022",27,40.47947,29.14599,12410,Granite ,Zircon,48.00,0.40,0.181,1.30,17,19,disc,LA-ICPMS,Lithos,https://doi.org/10.1016/j.lithos.2022.106816,Precise coordinates
487,U-Pb,"Okay et al., 2022",27,40.49560,29.02766,12422,Granite ,Zircon,48.00,0.50,0.380,1.06,26,28,disc,LA-ICPMS,Lithos,https://doi.org/10.1016/j.lithos.2022.106816,Precise coordinates
488,U-Pb,"Okay et al., 2022",27,40.65823,29.50171,14396,Tuff,Zircon,48.00,0.70,0.574,0.91,20,22,disc,LA-ICPMS,Lithos,https://doi.org/10.1016/j.lithos.2022.106816,Precise coordinates
489,U-Pb,"Okay et al., 2023",27,40.67538,31.46494,11552,Granitic vein,Zircon,45.79,0.37,0.904,0.64,23,24,mean,LA-ICPMS,Turkish Journal of Earth Sciences,https://doi.org/10.55730/1300-0985.1878,Precise coordinates
490,U-Pb,"Okay et al., 2023",27,40.67134,31.47278,15912,Amphibolite,Zircon,155.50,2.10,0.472,0.93,6,8,disc,LA-ICPMS,Turkish Journal of Earth Sciences,https://doi.org/10.55730/1300-0985.1878,Precise coordinates
491,U-Pb,"Okay et al., 2023",27,40.69904,31.51543,11544,Metadiorite,Zircon,162.60,1.60,0.947,0.28,6,7,mean,LA-ICPMS,Turkish Journal of Earth Sciences,https://doi.org/10.55730/1300-0985.1878,Precise coordinates
492,U-Pb,"Okay et al., 2023",27,40.67549,31.46487,15915,Amphibolite,Zircon,253.80,7.60,0.210,1.40,6,8,disc,LA-ICPMS,Turkish Journal of Earth Sciences,https://doi.org/10.55730/1300-0985.1878,Precise coordinates
